CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
LY,081,EL AL ISRAEL AIRLINES,2018-12-08T23:00:00,2018-12-08T23:00:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
NH,5461,ALL NIPPON AIRWAYS,2018-12-08T23:00:00,2018-12-08T23:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
QAS,MRBUS,QUALITY AIR SERVICES,2018-12-08T23:00:00,2018-12-08T23:00:00,A,VKO,MOSCOW-VNUKOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
QF,5020,QANTAS AIRWAYS,2018-12-08T23:00:00,2018-12-08T23:00:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
SN,7169,BRUSSELS AIRLINES,2018-12-08T23:00:00,2018-12-08T23:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
TG,4584,THAI AIRWAYS,2018-12-08T23:00:00,2018-12-08T23:00:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
UA,9122,UNITED AIRLINES,2018-12-08T23:00:00,2018-12-08T23:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
VN,3298,VIETNAM AIRLINES,2018-12-08T23:00:00,2018-12-08T23:00:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
UA,091,UNITED AIRLINES,2018-12-08T23:10:00,2018-12-08T23:10:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,12-20,A,ON TIME,בזמן
AF,1120,AIR FRANCE,2018-12-08T23:25:00,2018-12-08T23:25:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
DL,8263,DELTA AIRLINES,2018-12-08T23:25:00,2018-12-08T23:25:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
RJ,341,ROYAL  JORDANIAN,2018-12-08T23:30:00,2018-12-08T23:30:00,D,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,8-11,A,ON TIME,בזמן
RO,154,TAROM - RUMANIAN AIR TRANSPORT,2018-12-08T23:30:00,2018-12-08T23:30:00,D,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,23-25,A,ON TIME,בזמן
DL,469,DELTA AIRLINES,2018-12-08T23:35:00,2018-12-08T23:35:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,46-55,B,ON TIME,בזמן
PC,6693,PEGASUS AIRLINES,2018-12-08T23:35:00,2018-12-08T23:35:00,D,DLM,DALAMAN,דאלאמן,DALAMAN,טורקיה,TURKEY,3,1-4,A,ON TIME,בזמן
TK,790,TURKISH AIRLINES,2018-12-08T23:35:00,2018-12-08T23:35:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
LY,2652,EL AL ISRAEL AIRLINES,2018-12-08T23:45:00,2018-12-08T23:45:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
6H,050,ISRAIR AIRLINES,2018-12-08T23:50:00,2018-12-08T23:50:00,A,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
IZ,292,ARKIA  ISRAELI  AIRLINES,2018-12-09T00:05:00,2018-12-09T00:05:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
PC,779,PEGASUS AIRLINES,2018-12-09T00:10:00,2018-12-09T00:10:00,A,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
AM,7869,AERO MEXICO,2018-12-09T00:30:00,2018-12-09T00:30:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,001,EL AL ISRAEL AIRLINES,2018-12-09T00:30:00,2018-12-09T00:30:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
SU,505,AEROFLOT RUSSIAN AIRLINES,2018-12-09T00:35:00,2018-12-09T00:35:00,D,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,26-33,A,ON TIME,בזמן
AA,8387,AMERICAN AIRLINES,2018-12-09T00:45:00,2018-12-09T00:45:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AM,7875,AERO MEXICO,2018-12-09T00:45:00,2018-12-09T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AM,7881,AERO MEXICO,2018-12-09T00:45:00,2018-12-09T00:45:00,D,YYZ,TORONTO,טורונטו,TORONTO,קנדה,CANADA,3,78-99,D,ON TIME,בזמן
ET,405,ETHIOPIAN AIRLINES,2018-12-09T00:45:00,2018-12-09T00:45:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,38-42,B,ON TIME,בזמן
LY,005,EL AL ISRAEL AIRLINES,2018-12-09T00:45:00,2018-12-09T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,015,EL AL ISRAEL AIRLINES,2018-12-09T00:45:00,2018-12-09T00:45:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,029,EL AL ISRAEL AIRLINES,2018-12-09T00:45:00,2018-12-09T00:45:00,D,YYZ,TORONTO,טורונטו,TORONTO,קנדה,CANADA,3,78-99,D,ON TIME,בזמן
LY,384,EL AL ISRAEL AIRLINES,2018-12-09T00:45:00,2018-12-09T00:45:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,8807,EL AL ISRAEL AIRLINES,2018-12-09T00:45:00,2018-12-09T00:45:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,38-42,B,ON TIME,בזמן
TP,8897,AIR PORTUGAL - TAP,2018-12-09T00:45:00,2018-12-09T00:45:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
A3,928,AEGEAN  AIRLINES,2018-12-09T00:50:00,2018-12-09T00:50:00,A,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
OS,859,AUSTRIAN AIRLINES,2018-12-09T00:50:00,2018-12-09T00:50:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
TK,810,TURKISH AIRLINES,2018-12-09T00:50:00,2018-12-09T00:50:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
UA,955,UNITED AIRLINES,2018-12-09T00:55:00,2018-12-09T00:55:00,D,SFO,SAN FRANCISCO,סן פרנסיסקו,SAN FRANCISCO,ארצות הברית,UNITED STATES,3,18-22,A,ON TIME,בזמן
AF,1121,AIR FRANCE,2018-12-09T01:00:00,2018-12-09T01:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,34-37,B,ON TIME,בזמן
DL,8509,DELTA AIRLINES,2018-12-09T01:00:00,2018-12-09T01:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,34-37,B,ON TIME,בזמן
LY,027,EL AL ISRAEL AIRLINES,2018-12-09T01:00:00,2018-12-09T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
TK,791,TURKISH AIRLINES,2018-12-09T01:00:00,2018-12-09T01:00:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
AM,7850,AERO MEXICO,2018-12-09T02:05:00,2018-12-09T02:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
AR,7874,AEROLINEAS ARGENTINAS S.A.,2018-12-09T02:05:00,2018-12-09T02:05:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IB,2391,IBERIA,2018-12-09T02:05:00,2018-12-09T02:05:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IZ,592,ARKIA  ISRAELI  AIRLINES,2018-12-09T02:05:00,2018-12-09T02:05:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,336,EL AL ISRAEL AIRLINES,2018-12-09T02:05:00,2018-12-09T02:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
LY,392,EL AL ISRAEL AIRLINES,2018-12-09T02:05:00,2018-12-09T02:05:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,576,EL AL ISRAEL AIRLINES,2018-12-09T02:05:00,2018-12-09T02:05:00,A,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
TP,8881,AIR PORTUGAL - TAP,2018-12-09T02:05:00,2018-12-09T02:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
TP,8887,AIR PORTUGAL - TAP,2018-12-09T02:05:00,2018-12-09T02:05:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LX,4222,SWISS INT`L  AIRLINES,2018-12-09T02:10:00,2018-12-09T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
LY,340,EL AL ISRAEL AIRLINES,2018-12-09T02:10:00,2018-12-09T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
TP,8915,AIR PORTUGAL - TAP,2018-12-09T02:10:00,2018-12-09T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
AF,8425,AIR FRANCE,2018-12-09T02:20:00,2018-12-09T02:20:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
DL,9575,DELTA AIRLINES,2018-12-09T02:20:00,2018-12-09T02:20:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
KL,461,K.L.M.,2018-12-09T02:20:00,2018-12-09T02:20:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
ET,404,ETHIOPIAN AIRLINES,2018-12-09T02:35:00,2018-12-09T02:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,8804,EL AL ISRAEL AIRLINES,2018-12-09T02:35:00,2018-12-09T02:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
SN,3293,BRUSSELS AIRLINES,2018-12-09T02:35:00,2018-12-09T02:35:00,A,BRU,BRUSSELS,בריסל,BRUSSELS,בלגיה,BELGIUM,3,,,NOT FINAL,לא סופי
LH,682,LUFTHANSA,2018-12-09T02:50:00,2018-12-09T02:50:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SN,7165,BRUSSELS AIRLINES,2018-12-09T02:50:00,2018-12-09T02:50:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
IZ,352,ARKIA  ISRAELI  AIRLINES,2018-12-09T02:55:00,2018-12-09T02:55:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
TK,792,TURKISH AIRLINES,2018-12-09T02:55:00,2018-12-09T02:55:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
AZ,810,ALITALIA,2018-12-09T03:10:00,2018-12-09T03:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
PC,6692,PEGASUS AIRLINES,2018-12-09T03:10:00,2018-12-09T03:10:00,A,DLM,DALAMAN,דאלאמן,DALAMAN,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
LO,151,LOT POLISH AIRLINES,2018-12-09T03:35:00,2018-12-09T03:35:00,A,WAW,WARSAW,וורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LX,256,SWISS INT`L  AIRLINES,2018-12-09T03:35:00,2018-12-09T03:35:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
LY,8852,EL AL ISRAEL AIRLINES,2018-12-09T03:35:00,2018-12-09T03:35:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
BA,163,BRITISH AIRWAYS PLC,2018-12-09T03:45:00,2018-12-09T03:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AM,7854,AERO MEXICO,2018-12-09T03:55:00,2018-12-09T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,326,EL AL ISRAEL AIRLINES,2018-12-09T03:55:00,2018-12-09T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
6H,5902,ISRAIR AIRLINES,2018-12-09T04:00:00,2018-12-09T04:00:00,A,JRO,KILIMANJARO,קילימנגארו,KILIMANJARO,טנזניה,TANZANIA,3,,,NOT FINAL,לא סופי
IZ,912,ARKIA  ISRAELI  AIRLINES,2018-12-09T04:05:00,2018-12-09T04:05:00,A,STN,LONDON -STANSTED,לונדון,STANSTED,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
PS,771,UKRAINE INTL  AIR,2018-12-09T04:10:00,2018-12-09T04:10:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
HY,301,UZBEKISTAN AIR,2018-12-09T04:15:00,2018-12-09T04:15:00,A,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,,,NOT FINAL,לא סופי
IB,5502,IBERIA,2018-12-09T04:15:00,2018-12-09T04:15:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
VY,7844,VUELING AIRLINES S.A.,2018-12-09T04:15:00,2018-12-09T04:15:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,086,EL AL ISRAEL AIRLINES,2018-12-09T04:20:00,2018-12-09T04:20:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
QF,5026,QANTAS AIRWAYS,2018-12-09T04:20:00,2018-12-09T04:20:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,4587,THAI AIRWAYS,2018-12-09T04:20:00,2018-12-09T04:20:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3297,VIETNAM AIRLINES,2018-12-09T04:20:00,2018-12-09T04:20:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
KM,828,AIR MALTA,2018-12-09T04:25:00,2018-12-09T04:25:00,A,MLA,MALTA,מאלטה,MALTA,מאלטה,MALTA,3,,,NOT FINAL,לא סופי
PS,773,UKRAINE INTL  AIR,2018-12-09T04:25:00,2018-12-09T04:25:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
OK,5288,CZECH AIRLINES,2018-12-09T04:35:00,2018-12-09T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
QS,1286,TRAVEL SERVICE,2018-12-09T04:35:00,2018-12-09T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
6H,852,ISRAIR AIRLINES,2018-12-09T04:45:00,2018-12-09T04:45:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
AF,1320,AIR FRANCE,2018-12-09T04:55:00,2018-12-09T04:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SU,500,AEROFLOT RUSSIAN AIRLINES,2018-12-09T05:00:00,2018-12-09T05:00:00,A,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
AA,8373,AMERICAN AIRLINES,2018-12-09T05:05:00,2018-12-09T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2018-12-09T05:05:00,2018-12-09T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
FX,5065,FEDERAL EXPRESS,2018-12-09T05:05:00,2018-12-09T05:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IB,5935,IBERIA,2018-12-09T05:05:00,2018-12-09T05:05:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,318,EL AL ISRAEL AIRLINES,2018-12-09T05:05:00,2018-12-09T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
TP,8893,AIR PORTUGAL - TAP,2018-12-09T05:05:00,2018-12-09T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
VY,6946,VUELING AIRLINES S.A.,2018-12-09T05:05:00,2018-12-09T05:05:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AF,8424,AIR FRANCE,2018-12-09T05:15:00,2018-12-09T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-38,B,ON TIME,בזמן
AZ,809,ALITALIA,2018-12-09T05:15:00,2018-12-09T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,6-11,A,ON TIME,בזמן
DL,6641,DELTA AIRLINES,2018-12-09T05:15:00,2018-12-09T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,6-11,A,ON TIME,בזמן
DL,9690,DELTA AIRLINES,2018-12-09T05:15:00,2018-12-09T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-38,B,ON TIME,בזמן
KL,462,K.L.M.,2018-12-09T05:15:00,2018-12-09T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-38,B,ON TIME,בזמן
SN,3294,BRUSSELS AIRLINES,2018-12-09T05:15:00,2018-12-09T05:15:00,D,BRU,BRUSSELS,בריסל,BRUSSELS,בלגיה,BELGIUM,3,12-15,A,ON TIME,בזמן
TK,793,TURKISH AIRLINES,2018-12-09T05:15:00,2018-12-09T05:15:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
AC,9021,AIR CANADA,2018-12-09T05:20:00,2018-12-09T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
LH,691,LUFTHANSA,2018-12-09T05:20:00,2018-12-09T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
LO,152,LOT POLISH AIRLINES,2018-12-09T05:20:00,2018-12-09T05:20:00,D,WAW,WARSAW,וורשה,WARSAW,פולין,POLAND,3,39-41,B,ON TIME,בזמן
LX,257,SWISS INT`L  AIRLINES,2018-12-09T05:20:00,2018-12-09T05:20:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,45-55,B,ON TIME,בזמן
LY,8853,EL AL ISRAEL AIRLINES,2018-12-09T05:20:00,2018-12-09T05:20:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,45-55,B,ON TIME,בזמן
NH,5460,ALL NIPPON AIRWAYS,2018-12-09T05:20:00,2018-12-09T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
SN,7170,BRUSSELS AIRLINES,2018-12-09T05:20:00,2018-12-09T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
UA,9121,UNITED AIRLINES,2018-12-09T05:20:00,2018-12-09T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,45-55,B,ON TIME,בזמן
PC,786,PEGASUS AIRLINES,2018-12-09T05:30:00,2018-12-09T05:30:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,16-19,A,ON TIME,בזמן
PS,778,UKRAINE INTL  AIR,2018-12-09T05:30:00,2018-12-09T05:30:00,D,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,63-69,C,ON TIME,בזמן
QAS,MTECH,QUALITY AIR SERVICES,2018-12-08T20:30:00,2018-12-09T05:30:00,A,LTN,LUTON,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,DELAYED,עיכוב
AEA,1303,AIR EUROPA,2018-12-09T05:35:00,2018-12-09T05:35:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
OK,5289,CZECH AIRLINES,2018-12-09T05:35:00,2018-12-09T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,G11-G13,G,ON TIME,בזמן
QS,1287,TRAVEL SERVICE,2018-12-09T05:35:00,2018-12-09T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,G11-G13,G,ON TIME,בזמן
AA,8374,AMERICAN AIRLINES,2018-12-09T05:50:00,2018-12-09T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
AM,7855,AERO MEXICO,2018-12-09T05:50:00,2018-12-09T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2018-12-09T05:50:00,2018-12-09T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,321,EL AL ISRAEL AIRLINES,2018-12-09T05:50:00,2018-12-09T05:50:00,D,MRS,MARSEILLE,מארסיי,MARSEILLE,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
TP,8902,AIR PORTUGAL - TAP,2018-12-09T05:50:00,2018-12-09T05:50:00,D,MRS,MARSEILLE,מארסיי,MARSEILLE,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,611,EL AL ISRAEL AIRLINES,2018-12-09T05:55:00,2018-12-09T05:55:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2018-12-09T05:55:00,2018-12-09T05:55:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
AA,8380,AMERICAN AIRLINES,2018-12-09T06:00:00,2018-12-09T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
IB,3317,IBERIA,2018-12-09T06:00:00,2018-12-09T06:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,56-62,C,ON TIME,בזמן
LY,289,EL AL ISRAEL AIRLINES,2018-12-09T06:00:00,2018-12-09T06:00:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,353,EL AL ISRAEL AIRLINES,2018-12-09T06:00:00,2018-12-09T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,8397,EL AL ISRAEL AIRLINES,2018-12-09T06:00:00,2018-12-09T06:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,56-62,C,ON TIME,בזמן
TP,8912,AIR PORTUGAL - TAP,2018-12-09T06:00:00,2018-12-09T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
